"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12636","File Upload","chromium","Fri Apr 04 10:06:59 IST 2025","passed","Fri Apr 04 10:07:11 IST 2025","","fileupload.spec.js","",""
